Comunidad,Año,Trimestre,Delito,Subdelito,Cantidad
CANARIAS,2015,3,DELITOS,-,67416.0
CANARIAS,2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,12.0
CANARIAS,2015,3,ROBOS,VIOLENCIA E INTIMIDACION,1123.0
CANARIAS,2015,3,ROBOS,FUERZA,2497.0
CANARIAS,2015,3,SUSTRACCION,VEHICULOS,1268.0
CANARIAS,2015,3,TRAFICO,DROGAS,464.0
CANARIAS,2015,3,DANOS,-,5367.0
CANARIAS,2015,3,HURTOS,-,22636.0
CANTABRIA,2015,3,DELITOS,-,12559.0
CANTABRIA,2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,3.0
CANTABRIA,2015,3,ROBOS,VIOLENCIA E INTIMIDACION,208.0
CANTABRIA,2015,3,ROBOS,FUERZA,487.0
CANTABRIA,2015,3,SUSTRACCION,VEHICULOS,182.0
CANTABRIA,2015,3,TRAFICO,DROGAS,94.0
CANTABRIA,2015,3,DANOS,-,1272.0
CANTABRIA,2015,3,HURTOS,-,3874.0
CASTILLA Y LEON,2015,3,DELITOS,-,56151.0
CASTILLA Y LEON,2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,6.0
CASTILLA Y LEON,2015,3,ROBOS,VIOLENCIA E INTIMIDACION,689.0
CASTILLA Y LEON,2015,3,ROBOS,FUERZA,2506.0
CASTILLA Y LEON,2015,3,SUSTRACCION,VEHICULOS,555.0
CASTILLA Y LEON,2015,3,TRAFICO,DROGAS,240.0
CASTILLA Y LEON,2015,3,DANOS,-,8071.0
CASTILLA Y LEON,2015,3,HURTOS,-,18340.0
CASTILLA - LA MANCHA,2015,3,DELITOS,-,50835.0
CASTILLA - LA MANCHA,2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,11.0
CASTILLA - LA MANCHA,2015,3,ROBOS,VIOLENCIA E INTIMIDACION,780.0
CASTILLA - LA MANCHA,2015,3,ROBOS,FUERZA,4517.0
CASTILLA - LA MANCHA,2015,3,SUSTRACCION,VEHICULOS,921.0
CASTILLA - LA MANCHA,2015,3,TRAFICO,DROGAS,272.0
CASTILLA - LA MANCHA,2015,3,DANOS,-,6043.0
CASTILLA - LA MANCHA,2015,3,HURTOS,-,12917.0
CATALUNA,2015,3,DELITOS,-,315478.0
CATALUNA,2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,28.0
CATALUNA,2015,3,ROBOS,VIOLENCIA E INTIMIDACION,16340.0
CATALUNA,2015,3,ROBOS,FUERZA,18030.0
CATALUNA,2015,3,SUSTRACCION,VEHICULOS,6409.0
CATALUNA,2015,3,TRAFICO,DROGAS,1457.0
CATALUNA,2015,3,DANOS,-,29517.0
CATALUNA,2015,3,HURTOS,-,126154.0
COMUNITAT VALENCIANA,2015,3,DELITOS,-,179591.0
COMUNITAT VALENCIANA,2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,34.0
COMUNITAT VALENCIANA,2015,3,ROBOS,VIOLENCIA E INTIMIDACION,4695.0
COMUNITAT VALENCIANA,2015,3,ROBOS,FUERZA,14697.0
COMUNITAT VALENCIANA,2015,3,SUSTRACCION,VEHICULOS,3305.0
COMUNITAT VALENCIANA,2015,3,TRAFICO,DROGAS,1177.0
COMUNITAT VALENCIANA,2015,3,DANOS,-,21290.0
COMUNITAT VALENCIANA,2015,3,HURTOS,-,60521.0
EXTREMADURA,2015,3,DELITOS,-,20400.0
EXTREMADURA,2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
EXTREMADURA,2015,3,ROBOS,VIOLENCIA E INTIMIDACION,220.0
EXTREMADURA,2015,3,ROBOS,FUERZA,999.0
EXTREMADURA,2015,3,SUSTRACCION,VEHICULOS,280.0
EXTREMADURA,2015,3,TRAFICO,DROGAS,153.0
EXTREMADURA,2015,3,DANOS,-,2443.0
EXTREMADURA,2015,3,HURTOS,-,5973.0
GALICIA,2015,3,DELITOS,-,58121.0
GALICIA,2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,11.0
GALICIA,2015,3,ROBOS,VIOLENCIA E INTIMIDACION,811.0
GALICIA,2015,3,ROBOS,FUERZA,2880.0
GALICIA,2015,3,SUSTRACCION,VEHICULOS,721.0
GALICIA,2015,3,TRAFICO,DROGAS,262.0
GALICIA,2015,3,DANOS,-,7524.0
GALICIA,2015,3,HURTOS,-,16996.0
MADRID (COMUNIDAD DE),2015,3,DELITOS,-,269965.0
MADRID (COMUNIDAD DE),2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,22.0
MADRID (COMUNIDAD DE),2015,3,ROBOS,VIOLENCIA E INTIMIDACION,12751.0
MADRID (COMUNIDAD DE),2015,3,ROBOS,FUERZA,11576.0
MADRID (COMUNIDAD DE),2015,3,SUSTRACCION,VEHICULOS,7596.0
MADRID (COMUNIDAD DE),2015,3,TRAFICO,DROGAS,1092.0
MADRID (COMUNIDAD DE),2015,3,DANOS,-,32797.0
MADRID (COMUNIDAD DE),2015,3,HURTOS,-,106406.0
MURCIA (REGION DE),2015,3,DELITOS,-,40284.0
MURCIA (REGION DE),2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,6.0
MURCIA (REGION DE),2015,3,ROBOS,VIOLENCIA E INTIMIDACION,1086.0
MURCIA (REGION DE),2015,3,ROBOS,FUERZA,3700.0
MURCIA (REGION DE),2015,3,SUSTRACCION,VEHICULOS,931.0
MURCIA (REGION DE),2015,3,TRAFICO,DROGAS,193.0
MURCIA (REGION DE),2015,3,DANOS,-,3481.0
MURCIA (REGION DE),2015,3,HURTOS,-,12639.0
NAVARRA (COMUNIDAD FORAL DE),2015,3,DELITOS,-,18650.0
NAVARRA (COMUNIDAD FORAL DE),2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,3.0
NAVARRA (COMUNIDAD FORAL DE),2015,3,ROBOS,VIOLENCIA E INTIMIDACION,289.0
NAVARRA (COMUNIDAD FORAL DE),2015,3,ROBOS,FUERZA,712.0
NAVARRA (COMUNIDAD FORAL DE),2015,3,SUSTRACCION,VEHICULOS,134.0
NAVARRA (COMUNIDAD FORAL DE),2015,3,TRAFICO,DROGAS,120.0
NAVARRA (COMUNIDAD FORAL DE),2015,3,DANOS,-,2400.0
NAVARRA (COMUNIDAD FORAL DE),2015,3,HURTOS,-,6347.0
PAIS VASCO,2015,3,DELITOS,-,64173.0
PAIS VASCO,2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,10.0
PAIS VASCO,2015,3,ROBOS,VIOLENCIA E INTIMIDACION,1379.0
PAIS VASCO,2015,3,ROBOS,FUERZA,3541.0
PAIS VASCO,2015,3,SUSTRACCION,VEHICULOS,669.0
PAIS VASCO,2015,3,TRAFICO,DROGAS,265.0
PAIS VASCO,2015,3,DANOS,-,5781.0
PAIS VASCO,2015,3,HURTOS,-,20884.0
RIOJA (LA),2015,3,DELITOS,-,6423.0
RIOJA (LA),2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
RIOJA (LA),2015,3,ROBOS,VIOLENCIA E INTIMIDACION,101.0
RIOJA (LA),2015,3,ROBOS,FUERZA,495.0
RIOJA (LA),2015,3,SUSTRACCION,VEHICULOS,90.0
RIOJA (LA),2015,3,TRAFICO,DROGAS,44.0
RIOJA (LA),2015,3,DANOS,-,806.0
RIOJA (LA),2015,3,HURTOS,-,2138.0
CIUDAD AUTONOMA DE CEUTA,2015,3,DELITOS,-,3673.0
CIUDAD AUTONOMA DE CEUTA,2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
CIUDAD AUTONOMA DE CEUTA,2015,3,ROBOS,VIOLENCIA E INTIMIDACION,123.0
CIUDAD AUTONOMA DE CEUTA,2015,3,ROBOS,FUERZA,64.0
CIUDAD AUTONOMA DE CEUTA,2015,3,SUSTRACCION,VEHICULOS,275.0
CIUDAD AUTONOMA DE CEUTA,2015,3,TRAFICO,DROGAS,308.0
CIUDAD AUTONOMA DE CEUTA,2015,3,DANOS,-,235.0
CIUDAD AUTONOMA DE CEUTA,2015,3,HURTOS,-,796.0
CIUDAD AUTONOMA DE MELILLA,2015,3,DELITOS,-,3673.0
CIUDAD AUTONOMA DE MELILLA,2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
CIUDAD AUTONOMA DE MELILLA,2015,3,ROBOS,VIOLENCIA E INTIMIDACION,221.0
CIUDAD AUTONOMA DE MELILLA,2015,3,ROBOS,FUERZA,72.0
CIUDAD AUTONOMA DE MELILLA,2015,3,SUSTRACCION,VEHICULOS,88.0
CIUDAD AUTONOMA DE MELILLA,2015,3,TRAFICO,DROGAS,86.0
CIUDAD AUTONOMA DE MELILLA,2015,3,DANOS,-,254.0
CIUDAD AUTONOMA DE MELILLA,2015,3,HURTOS,-,1001.0
EXTRANJERA,2015,3,DELITOS,-,14799.0
EXTRANJERA,2015,3,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,2.0
EXTRANJERA,2015,3,ROBOS,VIOLENCIA E INTIMIDACION,163.0
EXTRANJERA,2015,3,ROBOS,FUERZA,18.0
EXTRANJERA,2015,3,SUSTRACCION,VEHICULOS,71.0
EXTRANJERA,2015,3,TRAFICO,DROGAS,13.0
EXTRANJERA,2015,3,DANOS,-,23.0
EXTRANJERA,2015,3,HURTOS,-,2002.0
TOTAL NACIONAL,2015,4,DELITOS,-,2036815.0
TOTAL NACIONAL,2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,302.0
TOTAL NACIONAL,2015,4,ROBOS,VIOLENCIA E INTIMIDACION,64581.0
TOTAL NACIONAL,2015,4,ROBOS,FUERZA,115302.0
TOTAL NACIONAL,2015,4,SUSTRACCION,VEHICULOS,43170.0
TOTAL NACIONAL,2015,4,TRAFICO,DROGAS,12069.0
TOTAL NACIONAL,2015,4,DANOS,-,215519.0
TOTAL NACIONAL,2015,4,HURTOS,-,715469.0
ANDALUCIA,2015,4,DELITOS,-,337124.0
ANDALUCIA,2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,65.0
ANDALUCIA,2015,4,ROBOS,VIOLENCIA E INTIMIDACION,7283.0
ANDALUCIA,2015,4,ROBOS,FUERZA,17798.0
ANDALUCIA,2015,4,SUSTRACCION,VEHICULOS,9008.0
ANDALUCIA,2015,4,TRAFICO,DROGAS,3086.0
ANDALUCIA,2015,4,DANOS,-,33579.0
ANDALUCIA,2015,4,HURTOS,-,110768.0
ARAGON,2015,4,DELITOS,-,38384.0
ARAGON,2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,9.0
ARAGON,2015,4,ROBOS,VIOLENCIA E INTIMIDACION,820.0
ARAGON,2015,4,ROBOS,FUERZA,1883.0
ARAGON,2015,4,SUSTRACCION,VEHICULOS,373.0
ARAGON,2015,4,TRAFICO,DROGAS,285.0
ARAGON,2015,4,DANOS,-,5355.0
ARAGON,2015,4,HURTOS,-,12155.0
ASTURIAS (PRINCIPADO DE),2015,4,DELITOS,-,26982.0
ASTURIAS (PRINCIPADO DE),2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,4.0
ASTURIAS (PRINCIPADO DE),2015,4,ROBOS,VIOLENCIA E INTIMIDACION,603.0
ASTURIAS (PRINCIPADO DE),2015,4,ROBOS,FUERZA,956.0
ASTURIAS (PRINCIPADO DE),2015,4,SUSTRACCION,VEHICULOS,449.0
ASTURIAS (PRINCIPADO DE),2015,4,TRAFICO,DROGAS,154.0
ASTURIAS (PRINCIPADO DE),2015,4,DANOS,-,3112.0
ASTURIAS (PRINCIPADO DE),2015,4,HURTOS,-,8275.0
BALEARS (ILLES),2015,4,DELITOS,-,66680.0
BALEARS (ILLES),2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,8.0
BALEARS (ILLES),2015,4,ROBOS,VIOLENCIA E INTIMIDACION,1069.0
BALEARS (ILLES),2015,4,ROBOS,FUERZA,3323.0
BALEARS (ILLES),2015,4,SUSTRACCION,VEHICULOS,1770.0
BALEARS (ILLES),2015,4,TRAFICO,DROGAS,419.0
BALEARS (ILLES),2015,4,DANOS,-,4994.0
BALEARS (ILLES),2015,4,HURTOS,-,27662.0
CANARIAS,2015,4,DELITOS,-,89539.0
CANARIAS,2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,20.0
CANARIAS,2015,4,ROBOS,VIOLENCIA E INTIMIDACION,1530.0
CANARIAS,2015,4,ROBOS,FUERZA,3398.0
CANARIAS,2015,4,SUSTRACCION,VEHICULOS,1677.0
CANARIAS,2015,4,TRAFICO,DROGAS,569.0
CANARIAS,2015,4,DANOS,-,7168.0
CANARIAS,2015,4,HURTOS,-,30242.0
CANTABRIA,2015,4,DELITOS,-,16754.0
CANTABRIA,2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,3.0
CANTABRIA,2015,4,ROBOS,VIOLENCIA E INTIMIDACION,261.0
CANTABRIA,2015,4,ROBOS,FUERZA,733.0
CANTABRIA,2015,4,SUSTRACCION,VEHICULOS,250.0
CANTABRIA,2015,4,TRAFICO,DROGAS,115.0
CANTABRIA,2015,4,DANOS,-,1735.0
CANTABRIA,2015,4,HURTOS,-,5097.0
CASTILLA Y LEON,2015,4,DELITOS,-,74503.0
CASTILLA Y LEON,2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,9.0
CASTILLA Y LEON,2015,4,ROBOS,VIOLENCIA E INTIMIDACION,914.0
CASTILLA Y LEON,2015,4,ROBOS,FUERZA,3547.0
CASTILLA Y LEON,2015,4,SUSTRACCION,VEHICULOS,789.0
CASTILLA Y LEON,2015,4,TRAFICO,DROGAS,313.0
CASTILLA Y LEON,2015,4,DANOS,-,10672.0
CASTILLA Y LEON,2015,4,HURTOS,-,24474.0
CASTILLA - LA MANCHA,2015,4,DELITOS,-,66978.0
CASTILLA - LA MANCHA,2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,13.0
CASTILLA - LA MANCHA,2015,4,ROBOS,VIOLENCIA E INTIMIDACION,1010.0
CASTILLA - LA MANCHA,2015,4,ROBOS,FUERZA,6248.0
CASTILLA - LA MANCHA,2015,4,SUSTRACCION,VEHICULOS,1283.0
CASTILLA - LA MANCHA,2015,4,TRAFICO,DROGAS,352.0
CASTILLA - LA MANCHA,2015,4,DANOS,-,7897.0
CASTILLA - LA MANCHA,2015,4,HURTOS,-,17080.0
CATALUNA,2015,4,DELITOS,-,415464.0
CATALUNA,2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,42.0
CATALUNA,2015,4,ROBOS,VIOLENCIA E INTIMIDACION,21514.0
CATALUNA,2015,4,ROBOS,FUERZA,24592.0
CATALUNA,2015,4,SUSTRACCION,VEHICULOS,8651.0
CATALUNA,2015,4,TRAFICO,DROGAS,1953.0
CATALUNA,2015,4,DANOS,-,38961.0
CATALUNA,2015,4,HURTOS,-,165519.0
COMUNITAT VALENCIANA,2015,4,DELITOS,-,234725.0
COMUNITAT VALENCIANA,2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,48.0
COMUNITAT VALENCIANA,2015,4,ROBOS,VIOLENCIA E INTIMIDACION,6152.0
COMUNITAT VALENCIANA,2015,4,ROBOS,FUERZA,19712.0
COMUNITAT VALENCIANA,2015,4,SUSTRACCION,VEHICULOS,4358.0
COMUNITAT VALENCIANA,2015,4,TRAFICO,DROGAS,1506.0
COMUNITAT VALENCIANA,2015,4,DANOS,-,27949.0
COMUNITAT VALENCIANA,2015,4,HURTOS,-,78850.0
EXTREMADURA,2015,4,DELITOS,-,27251.0
EXTREMADURA,2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
EXTREMADURA,2015,4,ROBOS,VIOLENCIA E INTIMIDACION,308.0
EXTREMADURA,2015,4,ROBOS,FUERZA,1334.0
EXTREMADURA,2015,4,SUSTRACCION,VEHICULOS,382.0
EXTREMADURA,2015,4,TRAFICO,DROGAS,201.0
EXTREMADURA,2015,4,DANOS,-,3196.0
EXTREMADURA,2015,4,HURTOS,-,8083.0
GALICIA,2015,4,DELITOS,-,76620.0
GALICIA,2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,19.0
GALICIA,2015,4,ROBOS,VIOLENCIA E INTIMIDACION,1070.0
GALICIA,2015,4,ROBOS,FUERZA,4235.0
GALICIA,2015,4,SUSTRACCION,VEHICULOS,980.0
GALICIA,2015,4,TRAFICO,DROGAS,348.0
GALICIA,2015,4,DANOS,-,9924.0
GALICIA,2015,4,HURTOS,-,22032.0
MADRID (COMUNIDAD DE),2015,4,DELITOS,-,365006.0
MADRID (COMUNIDAD DE),2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,30.0
MADRID (COMUNIDAD DE),2015,4,ROBOS,VIOLENCIA E INTIMIDACION,17454.0
MADRID (COMUNIDAD DE),2015,4,ROBOS,FUERZA,15915.0
MADRID (COMUNIDAD DE),2015,4,SUSTRACCION,VEHICULOS,10113.0
MADRID (COMUNIDAD DE),2015,4,TRAFICO,DROGAS,1441.0
MADRID (COMUNIDAD DE),2015,4,DANOS,-,43823.0
MADRID (COMUNIDAD DE),2015,4,HURTOS,-,144569.0
MURCIA (REGION DE),2015,4,DELITOS,-,53374.0
MURCIA (REGION DE),2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,12.0
MURCIA (REGION DE),2015,4,ROBOS,VIOLENCIA E INTIMIDACION,1480.0
MURCIA (REGION DE),2015,4,ROBOS,FUERZA,5068.0
MURCIA (REGION DE),2015,4,SUSTRACCION,VEHICULOS,1332.0
MURCIA (REGION DE),2015,4,TRAFICO,DROGAS,248.0
MURCIA (REGION DE),2015,4,DANOS,-,4661.0
MURCIA (REGION DE),2015,4,HURTOS,-,16697.0
NAVARRA (COMUNIDAD FORAL DE),2015,4,DELITOS,-,23932.0
NAVARRA (COMUNIDAD FORAL DE),2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,3.0
NAVARRA (COMUNIDAD FORAL DE),2015,4,ROBOS,VIOLENCIA E INTIMIDACION,351.0
NAVARRA (COMUNIDAD FORAL DE),2015,4,ROBOS,FUERZA,967.0
NAVARRA (COMUNIDAD FORAL DE),2015,4,SUSTRACCION,VEHICULOS,186.0
NAVARRA (COMUNIDAD FORAL DE),2015,4,TRAFICO,DROGAS,146.0
NAVARRA (COMUNIDAD FORAL DE),2015,4,DANOS,-,3158.0
NAVARRA (COMUNIDAD FORAL DE),2015,4,HURTOS,-,7845.0
PAIS VASCO,2015,4,DELITOS,-,85501.0
PAIS VASCO,2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,11.0
PAIS VASCO,2015,4,ROBOS,VIOLENCIA E INTIMIDACION,1908.0
PAIS VASCO,2015,4,ROBOS,FUERZA,4739.0
PAIS VASCO,2015,4,SUSTRACCION,VEHICULOS,879.0
PAIS VASCO,2015,4,TRAFICO,DROGAS,356.0
PAIS VASCO,2015,4,DANOS,-,7588.0
PAIS VASCO,2015,4,HURTOS,-,28194.0
RIOJA (LA),2015,4,DELITOS,-,8527.0
RIOJA (LA),2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
RIOJA (LA),2015,4,ROBOS,VIOLENCIA E INTIMIDACION,136.0
RIOJA (LA),2015,4,ROBOS,FUERZA,647.0
RIOJA (LA),2015,4,SUSTRACCION,VEHICULOS,132.0
RIOJA (LA),2015,4,TRAFICO,DROGAS,61.0
RIOJA (LA),2015,4,DANOS,-,1042.0
RIOJA (LA),2015,4,HURTOS,-,2877.0
CIUDAD AUTONOMA DE CEUTA,2015,4,DELITOS,-,4961.0
CIUDAD AUTONOMA DE CEUTA,2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
CIUDAD AUTONOMA DE CEUTA,2015,4,ROBOS,VIOLENCIA E INTIMIDACION,174.0
CIUDAD AUTONOMA DE CEUTA,2015,4,ROBOS,FUERZA,88.0
CIUDAD AUTONOMA DE CEUTA,2015,4,SUSTRACCION,VEHICULOS,350.0
CIUDAD AUTONOMA DE CEUTA,2015,4,TRAFICO,DROGAS,388.0
CIUDAD AUTONOMA DE CEUTA,2015,4,DANOS,-,327.0
CIUDAD AUTONOMA DE CEUTA,2015,4,HURTOS,-,1067.0
CIUDAD AUTONOMA DE MELILLA,2015,4,DELITOS,-,4896.0
CIUDAD AUTONOMA DE MELILLA,2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
CIUDAD AUTONOMA DE MELILLA,2015,4,ROBOS,VIOLENCIA E INTIMIDACION,320.0
CIUDAD AUTONOMA DE MELILLA,2015,4,ROBOS,FUERZA,97.0
CIUDAD AUTONOMA DE MELILLA,2015,4,SUSTRACCION,VEHICULOS,120.0
CIUDAD AUTONOMA DE MELILLA,2015,4,TRAFICO,DROGAS,112.0
CIUDAD AUTONOMA DE MELILLA,2015,4,DANOS,-,348.0
CIUDAD AUTONOMA DE MELILLA,2015,4,HURTOS,-,1328.0
EXTRANJERA,2015,4,DELITOS,-,19614.0
EXTRANJERA,2015,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,2.0
EXTRANJERA,2015,4,ROBOS,VIOLENCIA E INTIMIDACION,224.0
EXTRANJERA,2015,4,ROBOS,FUERZA,22.0
EXTRANJERA,2015,4,SUSTRACCION,VEHICULOS,88.0
EXTRANJERA,2015,4,TRAFICO,DROGAS,16.0
EXTRANJERA,2015,4,DANOS,-,30.0
EXTRANJERA,2015,4,HURTOS,-,2655.0
TOTAL NACIONAL,2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,73.0
TOTAL NACIONAL,2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,159.0
TOTAL NACIONAL,2016,1,DELITOS,GRAVES Y MENOS GRAVES,3934.0
TOTAL NACIONAL,2016,1,SECUESTRO,-,29.0
TOTAL NACIONAL,2016,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,2469.0
TOTAL NACIONAL,2016,1,ROBOS,VIOLENCIA E INTIMIDACION,15482.0
TOTAL NACIONAL,2016,1,ROBOS,FUERZA,44119.0
TOTAL NACIONAL,2016,1,HURTOS,-,169575.0
TOTAL NACIONAL,2016,1,SUSTRACCION,VEHICULOS,10125.0
TOTAL NACIONAL,2016,1,TRAFICO,DROGAS,2707.0
ANDALUCIA,2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,16.0
ANDALUCIA,2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,45.0
ANDALUCIA,2016,1,DELITOS,GRAVES Y MENOS GRAVES,644.0
ANDALUCIA,2016,1,SECUESTRO,-,3.0
ANDALUCIA,2016,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,416.0
ANDALUCIA,2016,1,ROBOS,VIOLENCIA E INTIMIDACION,1835.0
ANDALUCIA,2016,1,ROBOS,FUERZA,7075.0
ANDALUCIA,2016,1,HURTOS,-,26458.0
ANDALUCIA,2016,1,SUSTRACCION,VEHICULOS,2076.0
ANDALUCIA,2016,1,TRAFICO,DROGAS,683.0
ARAGON,2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,3.0
ARAGON,2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,3.0
ARAGON,2016,1,DELITOS,GRAVES Y MENOS GRAVES,103.0
ARAGON,2016,1,SECUESTRO,-,0.0
ARAGON,2016,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,60.0
ARAGON,2016,1,ROBOS,VIOLENCIA E INTIMIDACION,242.0
ARAGON,2016,1,ROBOS,FUERZA,664.0
ARAGON,2016,1,HURTOS,-,2950.0
ARAGON,2016,1,SUSTRACCION,VEHICULOS,78.0
ARAGON,2016,1,TRAFICO,DROGAS,48.0
ASTURIAS (PRINCIPADO DE),2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,3.0
ASTURIAS (PRINCIPADO DE),2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,2.0
ASTURIAS (PRINCIPADO DE),2016,1,DELITOS,GRAVES Y MENOS GRAVES,87.0
ASTURIAS (PRINCIPADO DE),2016,1,SECUESTRO,-,0.0
ASTURIAS (PRINCIPADO DE),2016,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,37.0
ASTURIAS (PRINCIPADO DE),2016,1,ROBOS,VIOLENCIA E INTIMIDACION,151.0
ASTURIAS (PRINCIPADO DE),2016,1,ROBOS,FUERZA,556.0
ASTURIAS (PRINCIPADO DE),2016,1,HURTOS,-,1822.0
ASTURIAS (PRINCIPADO DE),2016,1,SUSTRACCION,VEHICULOS,84.0
ASTURIAS (PRINCIPADO DE),2016,1,TRAFICO,DROGAS,14.0
BALEARS (ILLES),2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,2.0
BALEARS (ILLES),2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,3.0
BALEARS (ILLES),2016,1,DELITOS,GRAVES Y MENOS GRAVES,125.0
BALEARS (ILLES),2016,1,SECUESTRO,-,0.0
BALEARS (ILLES),2016,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,93.0
BALEARS (ILLES),2016,1,ROBOS,VIOLENCIA E INTIMIDACION,151.0
BALEARS (ILLES),2016,1,ROBOS,FUERZA,974.0
BALEARS (ILLES),2016,1,HURTOS,-,3571.0
BALEARS (ILLES),2016,1,SUSTRACCION,VEHICULOS,332.0
BALEARS (ILLES),2016,1,TRAFICO,DROGAS,64.0
CANARIAS,2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,3.0
CANARIAS,2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,7.0
CANARIAS,2016,1,DELITOS,GRAVES Y MENOS GRAVES,259.0
CANARIAS,2016,1,SECUESTRO,-,0.0
CANARIAS,2016,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,97.0
CANARIAS,2016,1,ROBOS,VIOLENCIA E INTIMIDACION,410.0
CANARIAS,2016,1,ROBOS,FUERZA,1447.0
CANARIAS,2016,1,HURTOS,-,8975.0
CANARIAS,2016,1,SUSTRACCION,VEHICULOS,424.0
CANARIAS,2016,1,TRAFICO,DROGAS,138.0
CANTABRIA,2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
CANTABRIA,2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,2.0
CANTABRIA,2016,1,DELITOS,GRAVES Y MENOS GRAVES,49.0
CANTABRIA,2016,1,SECUESTRO,-,0.0
CANTABRIA,2016,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,19.0
CANTABRIA,2016,1,ROBOS,VIOLENCIA E INTIMIDACION,47.0
CANTABRIA,2016,1,ROBOS,FUERZA,482.0
CANTABRIA,2016,1,HURTOS,-,1147.0
CANTABRIA,2016,1,SUSTRACCION,VEHICULOS,49.0
CANTABRIA,2016,1,TRAFICO,DROGAS,15.0
CASTILLA Y LEON,2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
CASTILLA Y LEON,2016,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,4.0
